Branch,Bill No,Bill_date,Maker,Category,Product,Design,Sub_Design,Size,Pcs,Gwt(Grams),Sales_Value,Age,Employee,Purchase Value,Weight Min,Weight Max,Profit Margin %,Revenue Per Gram,Product Performance
MDU,GL-00586,2024-04-23,C,22KT,G CHAIN,MACHINE MADE,MU KS,24.0,1.0,40.08,200648.66,5.0,BALAMURUGAN,209487.75,36.0,40.0,-4.405257428581878,5006.2040918163675,Fast Moving
MDU,GL-00713,2024-04-28,A,22KT,G CHAIN,MACHINE MADE,MU KS,24.0,1.0,31.32,175650.41,28.0,LALITHA,3750.0,28.0,32.0,97.86507757084085,5608.250638569604,Fast Moving
MDU,GL-00758,2024-04-29,C,22KT,G CHAIN,MACHINE MADE,MU KS,24.0,1.0,24.52,136300.43,12.0,RAMAMOORTHY,128943.96,20.0,24.0,5.397246362318877,5558.745106035889,Fast Moving
CNI,GL-00100,2024-04-06,J,22KT,G CHAIN,MACHINE MADE,KO C,24.0,1.0,32.33,177331.34,72.0,VENKATESH,157517.0,28.0,32.0,11.1736255982727,5485.039901020724,Slow Moving
MDU,GL-00522,2024-04-20,A,22KT,G CHAIN,MACHINE MADE,KO C,24.0,1.0,37.67,225600.02,1.0,SELVAM,3750.0,36.0,40.0,98.33776610480797,5988.851075126095,Fast Moving
MDU,GL-00695,2024-04-27,J,22KT,G CHAIN,MACHINE MADE,KO C,24.0,1.0,39.5,219749.76,13.0,ESAKKIAMMAL,214083.17,40.0,44.0,2.5786558310689376,5563.2850632911395,Fast Moving
MDU,GL-00776,2024-04-29,J,22KT,G CHAIN,MACHINE MADE,KO C,24.0,1.0,35.8,198749.65,117.0,BALAMURUGAN,172804.0,32.0,36.0,13.054438083287186,5551.666201117318,Slow Moving
MDU,GL-00803,2024-04-30,O,22KT,G CHAIN,MACHINE MADE,TOKYO,18.0,1.0,8.22,48349.47,21.0,RAMAMOORTHY,45221.1,6.0,8.0,6.470329457592819,5881.930656934306,Fast Moving
CNI,GL-00203,2024-04-10,A,22KT,G CHAIN,COIMBATORE,CA R,24.0,1.0,40.22,219283.27,270.0,RAJAPRIYA,192497.0,5.0,6.0,12.21537329318374,5452.095226255594,Slow Moving
MDU,GL-00763,2024-04-29,N,22KT,G CHAIN,COIMBATORE,HO R,24.0,1.0,23.59,128749.56,5.0,SUNDARAM,125204.28,5.0,6.0,2.7536249444269933,5457.802458668927,Fast Moving
MDU,GL-00772,2024-04-29,Y,22KT,G CHAIN,COIMBATORE,LK VA,24.0,1.0,16.05,92453.31,6.0,RAMAMOORTHY,85580.28,5.0,6.0,7.4340550922406115,5760.330841121495,Fast Moving
CNI,GL-00559,2024-04-30,Y,22KT,G CHAIN,COIMBATORE,KUMAL,24.0,1.0,20.03,109443.36,7.0,ARUNACHALAM,105870.36,5.0,6.0,3.264702399487735,5463.972041937094,Fast Moving
MDU,GL-00779,2024-04-29,O,22KT,G CHAIN,COIMBATORE,TOKYO,18.0,1.0,15.78,89450.1,20.0,MANOJ KUMAR,83369.4,5.0,6.0,6.797868308699499,5668.574144486693,Fast Moving
CNI,GL-00043,2024-04-03,A,22KT,G CHAIN,HANDCRAFTED,GLASS,24.0,1.0,16.08,87894.2,124.0,PRAKASH,78555.0,14.0,16.0,10.625502024024335,5466.057213930349,Slow Moving
CNI,GL-00387,2024-04-20,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,40.08,212250.26,18.0,SHANMUGANATHAN,3750.0,36.0,40.0,98.23321771195945,5295.665169660679,Fast Moving
CNI,GL-00408,2024-04-21,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,16.15,88149.79,91.0,MUTHUMATHI,79193.0,14.0,16.0,10.16087502874368,5458.19133126935,Slow Moving
CNI,GL-00432,2024-04-23,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.05,129566.17,32.0,ARUNACHALAM,3750.0,20.0,24.0,97.10572597769928,5387.366735966736,Slow Moving
MDU,GL-00679,2024-04-26,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,39.99,212750.27,6.0,BALAMURUGAN,209602.19,36.0,40.0,1.4797067002547106,5320.086771692922,Fast Moving
CBT,GL-00059,2024-04-07,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,32.05,167779.98,89.0,RAVIKUMAR,152186.0,28.0,32.0,9.294303170139852,5234.944773790952,Slow Moving
MDU,GL-00196,2024-04-08,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,39.4,210349.85,17.0,RAMAMOORTHY,3750.0,36.0,40.0,98.21725568142787,5338.828680203046,Fast Moving
MDU,GL-00212,2024-04-09,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,23.55,129053.66,18.0,KARMEGAM,3750.0,20.0,24.0,97.0942319652151,5479.985562632696,Fast Moving
MDU,GL-00233,2024-04-09,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,32.06,168749.87,7.0,MANOJ KUMAR,3750.0,28.0,32.0,97.7777760658423,5263.564254522769,Fast Moving
MDU,GL-00292,2024-04-11,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.06,130749.76,20.0,LALITHA,3750.0,20.0,24.0,97.13192590181427,5434.320864505403,Fast Moving
CBT,GL-00113,2024-04-12,E,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,31.92,169880.33,362.0,ELACKIYA,149142.0,28.0,32.0,12.207611087169415,5322.065476190475,Slow Moving
MDU,GL-00342,2024-04-13,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,23.59,130655.93,11.0,RAMAMOORTHY,3750.0,20.0,24.0,97.12986620660845,5538.615091140314,Fast Moving
CBT,GL-00150,2024-04-15,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.07,131749.53,24.0,RAVIKUMAR,3750.0,20.0,24.0,97.15369003593409,5473.599085999169,Fast Moving
CBT,GL-00151,2024-04-15,Q_41,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.14,131750.31,58.0,ELACKIYA,3750.0,20.0,24.0,97.15370688691358,5457.75932062966,Slow Moving
CNI,GL-00325,2024-04-15,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,20.08,111749.81,24.0,VENKATESH,3750.0,18.0,20.0,96.64428959655503,5565.229581673307,Fast Moving
MDU,GL-00446,2024-04-16,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,40.05,223010.37,14.0,LALITHA,3750.0,36.0,40.0,98.31846384542567,5568.298876404495,Fast Moving
CBT,GL-00154,2024-04-16,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.06,130810.4,25.0,RAJAPRABHU,3750.0,20.0,24.0,97.13325545981053,5436.841230257689,Fast Moving
CNI,GL-00393,2024-04-21,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.08,131658.62,30.0,SANGEETHA,3750.0,20.0,24.0,97.15172466489472,5467.550664451827,Fast Moving
CNI,GL-00420,2024-04-22,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,40.1,212249.74,72.0,ARUN KUMAR,173222.0,36.0,40.0,18.387650321738906,5293.010972568578,Slow Moving
MDU,GL-00606,2024-04-23,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.01,130716.93,3.0,MANOJ KUMAR,127341.01,20.0,24.0,2.58261879314332,5444.270304039983,Fast Moving
CBT,GL-00225,2024-04-27,E,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,40.1,210790.12,302.0,THANGARAJ,187917.0,36.0,40.0,10.851134768555564,5256.611471321696,Slow Moving
CNI,GL-00493,2024-04-27,A,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,15.91,86282.51,36.0,PRAKASH,82390.74,14.0,16.0,4.510496970938826,5423.162162162162,Slow Moving
CBT,GL-00256,2024-04-30,N,22KT,G CHAIN,HANDCRAFTED,HO R,24.0,1.0,24.06,127468.78,6.0,RAVIKUMAR,124803.94,20.0,24.0,2.0905824940036273,5297.954280964256,Fast Moving
MDU,GL-00238,2024-04-09,A,22KT,G CHAIN,HANDCRAFTED,GLASS,18.0,1.0,11.34,64785.75,19.0,MANOJ KUMAR,3750.0,10.0,12.0,94.21169007073314,5713.029100529101,Fast Moving
MDU,GL-00206,2024-04-08,E_5,22KT,G CHAIN,KERALA,LK VA,18.0,1.0,16.05,89749.83,76.0,LALITHA,79703.0,14.0,16.0,11.194260757931241,5591.889719626168,Slow Moving
CNI,GL-00201,2024-04-10,A,22KT,G CHAIN,KERALA,LO C,24.0,1.0,16.24,91440.64,81.0,PRAKASH,79384.0,14.0,16.0,13.185209552339092,5630.5812807881775,Slow Moving
MDU,GL-00539,2024-04-21,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,12.21,69050.2,1.0,MANOJ KUMAR,67064.83,10.0,12.0,2.8752559731905127,5655.217035217034,Fast Moving
MDU,GL-00560,2024-04-21,B,22KT,G CHAIN,KERALA,LK HE,18.0,1.0,7.97,46456.22,1.0,BALAMURUGAN,44995.44,6.0,8.0,3.1444228566163988,5828.88582183187,Fast Moving
MDU,GL-00594,2024-04-23,Y,22KT,G CHAIN,KERALA,LO C,24.0,1.0,23.97,133749.81,3.0,RAMAMOORTHY,128044.27,20.0,24.0,4.26583035893658,5579.883604505632,Fast Moving
MDU,GL-00597,2024-04-23,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,12.09,71750.0,3.0,BALAMURUGAN,66440.96,10.0,12.0,7.399358885017413,5934.656741108354,Fast Moving
MDU,GL-00611,2024-04-23,Y,22KT,G CHAIN,KERALA,MUTHA,18.0,1.0,8.13,48418.88,3.0,MANOJ KUMAR,45908.36,6.0,8.0,5.185002214012379,5955.581795817957,Fast Moving
CNI,GL-00456,2024-04-25,Y,22KT,G CHAIN,KERALA,LK VA,24.0,1.0,23.94,132817.99,253.0,VISHNU VARTHAN,113253.0,20.0,24.0,14.730677674010872,5547.952798663324,Slow Moving
MDU,GL-00647,2024-04-25,Y,22KT,G CHAIN,KERALA,KUMAL,24.0,1.0,16.08,90250.39,2.0,MANOJ KUMAR,85732.8,14.0,16.0,5.005618258270126,5612.586442786071,Fast Moving
MDU,GL-00660,2024-04-26,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.13,48334.71,6.0,MANOJ KUMAR,45908.36,6.0,8.0,5.019891502400653,5945.2287822878225,Fast Moving
MDU,GL-00665,2024-04-26,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,16.16,88749.74,6.0,MANOJ KUMAR,87547.74,14.0,16.0,1.3543701649154127,5491.939356435644,Fast Moving
CNI,GL-00471,2024-04-26,N,22KT,G CHAIN,KERALA,LK C C,18.0,1.0,8.07,45731.55,2.0,MUTHUMATHI,3750.0,6.0,8.0,91.79997179190296,5666.858736059479,Fast Moving
CNI,GL-00476,2024-04-26,Y,22KT,G CHAIN,KERALA,LK VA,24.0,1.0,16.05,89750.23,3.0,ARUN KUMAR,85580.28,14.0,16.0,4.646171937386676,5591.914641744548,Fast Moving
CNI,GL-00512,2024-04-28,E_5,22KT,G CHAIN,KERALA,LK SO,21.0,1.0,7.69,44810.17,13.0,ARUN PANDIAN,42693.02,6.0,8.0,4.724708698940445,5827.070221066319,Fast Moving
CBT,GL-00229,2024-04-27,Y,22KT,G CHAIN,KERALA,ISWAR,24.0,1.0,24.3,134650.45,238.0,RAJAPRABHU,115310.0,20.0,24.0,14.363449955050287,5541.1707818930045,Slow Moving
CNI,GL-00236,2024-04-11,Y,22KT,G CHAIN,KERALA,KUMAL,18.0,1.0,12.46,69999.82,145.0,ARUN KUMAR,63354.0,10.0,12.0,9.494052984707684,5617.963081861958,Slow Moving
MDU,GL-00336,2024-04-12,Y,22KT,G CHAIN,KERALA,KUMAL,24.0,1.0,40.0,220394.25,127.0,SUNDARARAJAN,3750.0,36.0,40.0,98.29850370415744,5509.85625,Slow Moving
MDU,GL-00403,2024-04-14,Y,22KT,G CHAIN,KERALA,KUMAL,24.0,1.0,30.59,170750.06,126.0,KANNAN,3750.0,28.0,32.0,97.80380750671479,5581.891467799935,Slow Moving
MDU,GL-00095,2024-04-03,E,22KT,G CHAIN,KERALA,LK C C,18.0,1.0,8.05,46786.76,12.0,SILAMBARASAN,3750.0,6.0,8.0,91.98491197082251,5812.019875776397,Fast Moving
MDU,GL-00142,2024-04-06,E,22KT,G CHAIN,KERALA,LK C C,24.0,1.0,8.36,46470.58,173.0,SILAMBARASAN,39081.0,6.0,8.0,15.901630666111766,5558.681818181819,Slow Moving
CNI,GL-00150,2024-04-07,E_5,22KT,G CHAIN,KERALA,LK C C,24.0,1.0,16.12,75357.78,135.0,ARUNACHALAM,71901.0,14.0,16.0,4.5871574242234825,4674.800248138958,Slow Moving
CNI,GL-00308,2024-04-15,E_5,22KT,G CHAIN,KERALA,LK C C,18.0,1.0,6.2,37844.61,143.0,ARUN KUMAR,29962.0,4.0,6.0,20.828884218915192,6103.9693548387095,Slow Moving
MDU,GL-00801,2024-04-30,N,22KT,G CHAIN,KERALA,LK C C,18.0,1.0,11.4,64806.87,95.0,BALAMURUGAN,57397.0,10.0,12.0,11.433772376292826,5684.813157894737,Slow Moving
MDU,GL-00089,2024-04-03,E_5,22KT,G CHAIN,KERALA,LK FA C,24.0,1.0,16.03,89151.29,115.0,RAGURAM,3750.0,14.0,16.0,95.79366714716075,5561.527760449157,Slow Moving
CNI,GL-00134,2024-04-07,Y,22KT,G CHAIN,KERALA,LK FA C,24.0,1.0,15.96,87988.85,670.0,SANGEETHA,75768.0,14.0,16.0,13.889089356208206,5513.085839598997,Slow Moving
MDU,GL-00220,2024-04-09,A,22KT,G CHAIN,KERALA,LK FA C,18.0,1.0,8.34,50484.72,118.0,SELVAM,3750.0,6.0,8.0,92.57200990715606,6053.323741007194,Slow Moving
CBT,GL-00172,2024-04-19,E,22KT,G CHAIN,KERALA,LK FA C,24.0,1.0,16.05,91750.01,410.0,RAVIKUMAR,73277.0,14.0,16.0,20.134068650237744,5716.5115264797505,Slow Moving
CNI,GL-00060,2024-04-03,E_5,22KT,G CHAIN,KERALA,LK SO,18.0,1.0,24.23,131749.76,71.0,VENKATESH,118413.0,20.0,24.0,10.12279642862348,5437.464300453983,Slow Moving
CBT,GL-00036,2024-04-05,D_4,22KT,G CHAIN,KERALA,LK SO,24.0,1.0,16.04,88249.78,129.0,RAVIKUMAR,78535.0,14.0,16.0,11.008276734514238,5501.8566084788035,Slow Moving
CBT,GL-00044,2024-04-06,D_4,22KT,G CHAIN,KERALA,LK SO,24.0,1.0,16.09,89539.64,169.0,JAYADHARSHINI,70063.0,14.0,16.0,21.75197487950588,5564.924798011187,Slow Moving
MDU,GL-00207,2024-04-08,E,22KT,G CHAIN,KERALA,LK SO,24.0,1.0,23.86,129305.66,1.0,SILAMBARASAN,3750.0,20.0,24.0,97.09989493112676,5419.348700754401,Fast Moving
CBT,GL-00115,2024-04-13,E_5,22KT,G CHAIN,KERALA,LK SO,24.0,1.0,11.92,69858.31,66.0,RAVIKUMAR,54145.0,10.0,12.0,22.493114992332334,5860.596476510067,Slow Moving
CBT,GL-00196,2024-04-22,E_5,22KT,G CHAIN,KERALA,LK SO,18.0,1.0,8.1,48059.83,7.0,RAVIKUMAR,3750.0,6.0,8.0,92.19722583288372,5933.312345679013,Fast Moving
CBT,GL-00207,2024-04-23,A,22KT,G CHAIN,KERALA,LK SO,24.0,1.0,15.85,90623.47,452.0,RAVIKUMAR,79586.0,14.0,16.0,12.17948286464864,5717.569085173502,Slow Moving
CBT,GL-00223,2024-04-27,M_37,22KT,G CHAIN,KERALA,LK SO,24.0,1.0,24.05,132622.28,453.0,RAVIKUMAR,120968.0,20.0,24.0,8.787573249381627,5514.439916839917,Slow Moving
MDU,GL-00752,2024-04-29,Y,22KT,G CHAIN,KERALA,LK SO,24.0,1.0,15.82,87750.26,6.0,BALAMURUGAN,84409.18,14.0,16.0,3.8074872940547433,5546.792667509481,Fast Moving
CNI,GL-00007,2024-04-01,E_5,22KT,G CHAIN,KERALA,LK VA,24.0,1.0,24.02,108649.21,69.0,ABINAYA,117420.0,20.0,24.0,-8.072575953382444,4523.28101582015,Slow Moving
CNI,GL-00212,2024-04-10,E_5,22KT,G CHAIN,KERALA,LK VA,18.0,1.0,10.07,58258.02,78.0,SELCIYA DEVI,51404.0,8.0,10.0,11.764938114958245,5785.30486593843,Slow Moving
MDU,GL-00270,2024-04-10,E_5,22KT,G CHAIN,KERALA,LK VA,24.0,1.0,23.92,142357.45,123.0,VENKATESHBABU,115031.0,20.0,24.0,19.195658534203872,5951.398411371238,Slow Moving
CNI,GL-00245,2024-04-12,E_5,22KT,G CHAIN,KERALA,LK VA,24.0,1.0,16.0,88649.99,80.0,PRAKASH,79467.0,14.0,16.0,10.35870393217191,5540.624375,Slow Moving
CBT,GL-00190,2024-04-21,E_5,22KT,G CHAIN,KERALA,LK VA,24.0,1.0,23.95,133749.63,89.0,RAVIKUMAR,117088.0,20.0,24.0,12.45732791933705,5584.535699373696,Slow Moving
MDU,GL-00661,2024-04-26,E_5,22KT,G CHAIN,KERALA,LK VA,18.0,1.0,11.98,74168.24,94.0,KAVITHA,60443.0,10.0,12.0,18.505549005881768,6191.005008347246,Slow Moving
CNI,GL-00251,2024-04-12,E_5,22KT,G CHAIN,KERALA,LK VK,18.0,1.0,15.43,84650.47,548.0,SHANMUGANATHAN,82664.0,14.0,16.0,2.3466733262083497,5486.096565132858,Slow Moving
CBT,GL-00156,2024-04-16,E_5,22KT,G CHAIN,KERALA,LK VK,24.0,1.0,16.25,92059.9,1.0,RAVIKUMAR,85827.99,14.0,16.0,6.769407744305599,5665.224615384615,Fast Moving
MDU,GL-00028,2024-04-02,A,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.08,45749.51,5.0,LALITHA,44244.8,6.0,8.0,3.289018833207173,5662.068069306931,Fast Moving
CBT,GL-00028,2024-04-04,E,22KT,G CHAIN,KERALA,LO C,24.0,1.0,47.97,252999.99,355.0,RAVIKUMAR,222249.0,44.0,48.0,12.15454198239296,5274.129455909943,Slow Moving
CNI,GL-00098,2024-04-05,Y,22KT,G CHAIN,KERALA,LO C,24.0,1.0,16.24,89750.08,139.0,RAVICHANDRAN,81437.0,14.0,16.0,9.262476423419345,5526.48275862069,Slow Moving
CNI,GL-00117,2024-04-06,Y,22KT,G CHAIN,KERALA,LO C,24.0,1.0,15.96,88649.51,140.0,SELCIYA DEVI,80097.0,14.0,16.0,9.647554735497122,5554.480576441102,Slow Moving
CBT,GL-00051,2024-04-06,A,22KT,G CHAIN,KERALA,LO C,18.0,1.0,10.13,57744.03,76.0,RAJAPRABHU,50928.0,8.0,10.0,11.80386959483084,5700.299111549852,Slow Moving
CBT,GL-00064,2024-04-08,A,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.0,46300.27,11.0,ELACKIYA,43842.8,6.0,8.0,5.307679631241878,5787.53375,Fast Moving
CNI,GL-00172,2024-04-09,A,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.14,41749.65,12.0,RAJAPRIYA,44544.96,6.0,8.0,-6.695409422593956,5128.949631449631,Fast Moving
CNI,GL-00184,2024-04-09,A,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.1,46748.11,12.0,PRAKASH,44346.64,6.0,8.0,5.1370419039400765,5771.371604938272,Fast Moving
MDU,GL-00270,2024-04-10,N,22KT,G CHAIN,KERALA,LO C,24.0,1.0,20.13,119394.55,125.0,VENKATESHBABU,3750.0,18.0,20.0,96.85915311879813,5931.174863387979,Slow Moving
CNI,GL-00229,2024-04-11,A,22KT,G CHAIN,KERALA,LO C,24.0,1.0,24.28,132582.76,82.0,ARUN KUMAR,116828.0,20.0,24.0,11.882962762277696,5460.574958813839,Slow Moving
CBT,GL-00098,2024-04-11,V_93,22KT,G CHAIN,KERALA,LO C,18.0,1.0,10.05,57749.59,206.0,RAVIKUMAR,48482.0,8.0,10.0,16.047888824838406,5746.2278606965165,Slow Moving
CNI,GL-00297,2024-04-14,A,22KT,G CHAIN,KERALA,LO C,18.0,1.0,5.81,34781.8,85.0,KAMATCHI,32019.0,4.0,6.0,7.943234680206322,5986.540447504304,Slow Moving
MDU,GL-00411,2024-04-14,P,22KT,G CHAIN,KERALA,LO C,,1.0,8.04,46750.44,0.0,RAMAMOORTHY,46129.54,6.0,8.0,1.3281158423321822,5814.731343283583,Fast Moving
CNI,GL-00418,2024-04-22,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,10.04,57395.94,2.0,RAJAPRIYA,55813.03,8.0,10.0,2.757877996248521,5716.727091633466,Fast Moving
CBT,GL-00208,2024-04-23,Y,22KT,G CHAIN,KERALA,LO C,24.0,1.0,16.19,91750.46,3.0,ELACKIYA,87702.33,14.0,16.0,4.41210866953692,5667.106856084002,Fast Moving
MDU,GL-00595,2024-04-23,Y,22KT,G CHAIN,KERALA,LO C,24.0,1.0,23.92,133750.48,3.0,RAMAMOORTHY,127784.79,20.0,24.0,4.460312964858157,5591.57525083612,Fast Moving
MDU,GL-00623,2024-04-24,A,22KT,G CHAIN,KERALA,LO C,24.0,1.0,46.15,239778.26,139.0,ESAKKIAMMAL,3750.0,44.0,48.0,98.4360550451905,5195.628602383532,Slow Moving
CNI,GL-00492,2024-04-27,A,22KT,G CHAIN,KERALA,LO C,,1.0,15.94,86011.43,98.0,PRAKASH,77986.0,14.0,16.0,9.330655239658258,5395.949184441656,Slow Moving
MDU,GL-00739,2024-04-29,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.0,45750.23,9.0,MANOJ KUMAR,45234.79,6.0,8.0,1.1266391447649604,5718.77875,Fast Moving
CBT,GL-00239,2024-04-29,A,22KT,G CHAIN,KERALA,LO C,24.0,1.0,23.58,130780.46,458.0,ELACKIYA,116571.0,20.0,24.0,10.865124652413675,5546.2451229855815,Slow Moving
CBT,GL-00244,2024-04-29,Y,22KT,G CHAIN,KERALA,LO C,24.0,1.0,16.0,89750.39,9.0,RAJAPRABHU,86719.59,14.0,16.0,3.3769212590608277,5609.399375,Fast Moving
CBT,GL-00245,2024-04-29,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.13,46792.29,9.0,ELACKIYA,45908.36,6.0,8.0,1.889050525204046,5755.509225092251,Fast Moving
MDU,GL-00793,2024-04-30,Y,22KT,G CHAIN,KERALA,LO C,18.0,1.0,8.07,46601.03,10.0,LALITHA,45599.18,6.0,8.0,2.1498451858252885,5774.600991325898,Fast Moving
MDU,GL-00158,2024-04-07,Y,22KT,G CHAIN,KERALA,MUTHA,,1.0,15.96,81645.57,21.0,RAMAMOORTHY,3750.0,14.0,16.0,95.40697676554895,5115.637218045113,Fast Moving
MDU,GL-00168,2024-04-07,Y,22KT,G CHAIN,KERALA,MUTHA,,1.0,15.94,87612.56,21.0,RAMAMOORTHY,3750.0,14.0,16.0,95.71979177414745,5496.396486825596,Fast Moving
CNI,GL-00165,2024-04-08,N_86,22KT,G CHAIN,KERALA,MUTHA,,1.0,20.15,117450.18,0.0,RAJAPRIYA,108797.16,18.0,20.0,7.367396116378869,5828.793052109181,Fast Moving
CNI,GL-00280,2024-04-14,Y,22KT,G CHAIN,KERALA,MUTHA,,1.0,16.11,91539.26,28.0,SHANMUGANATHAN,3750.0,14.0,16.0,95.90339707793137,5682.139044072005,Fast Moving
CNI,GL-00294,2024-04-14,H_8,22KT,G CHAIN,KERALA,MUTHA,18.0,1.0,7.97,48255.38,123.0,ARUN KUMAR,3750.0,6.0,8.0,92.22884577843963,6054.627352572145,Slow Moving
MDU,GL-00540,2024-04-21,Y,22KT,G CHAIN,KERALA,MUTHA,18.0,1.0,8.1,48380.41,1.0,LALITHA,45753.77,6.0,8.0,5.429139604232388,5972.890123456791,Fast Moving
MDU,GL-00581,2024-04-23,Y,22KT,G CHAIN,KERALA,MUTHA,18.0,1.0,16.16,94011.34,3.0,MANOJ KUMAR,87547.74,14.0,16.0,6.8753407833565525,5817.5334158415835,Fast Moving
CNI,GL-00477,2024-04-26,N_86,22KT,G CHAIN,KERALA,MUTHA,,1.0,20.33,114393.56,26.0,ARUNACHALAM,3750.0,18.0,20.0,96.72184343244497,5626.835218888343,Fast Moving
CNI,GL-00509,2024-04-28,Y,22KT,G CHAIN,KERALA,MUTHA,18.0,1.0,12.13,63435.46,8.0,ARUN KUMAR,66650.75,10.0,12.0,-5.068600432628692,5229.633965375103,Fast Moving
MDU,GL-00025,2024-04-01,A_73,22KT,G CHAIN,KERALA,F KC,,1.0,14.5,84750.25,0.0,SELVAM,3750.0,12.0,14.0,95.57523429134427,5844.8448275862065,Fast Moving
MDU,GL-00687,2024-04-27,Y,22KT,G CHAIN,KERALA,L BH L,24.0,1.0,39.99,219250.41,4.0,BALAMURUGAN,207636.66,36.0,40.0,5.297025442278534,5482.630907726932,Fast Moving
CBT,GL-00147,2024-04-15,E,22KT,G CHAIN,KERALA,LK HE,24.0,1.0,15.97,92625.28,349.0,ELACKIYA,76227.0,14.0,16.0,17.703892501053705,5799.954915466499,Slow Moving
CBT,GL-00223,2024-04-27,B,22KT,G CHAIN,KERALA,LK HE,18.0,1.0,7.95,46377.23,7.0,RAVIKUMAR,44890.56,6.0,8.0,3.205603266948038,5833.613836477988,Fast Moving
CNI,GL-00074,2024-04-04,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,12.11,67211.12,175.0,KAMATCHI,60026.0,10.0,12.0,10.69037385480259,5550.051197357556,Slow Moving
MDU,GL-00215,2024-04-09,A,22KT,G CHAIN,COIMBATORE,C CH,18.0,1.0,9.94,58750.24,5.0,SILAMBARASAN,53532.9,8.0,10.0,8.880542445443622,5910.486921529176,Fast Moving
CNI,GL-00215,2024-04-10,B,22KT,G CHAIN,COIMBATORE,UTHAP,18.0,1.0,12.0,68050.01,132.0,LOGIMAX,60855.0,10.0,12.0,10.573121150165878,5670.8341666666665,Slow Moving
MDU,GL-00682,2024-04-27,B,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,16.08,89170.49,10.0,MANOJ KUMAR,86655.77,14.0,16.0,2.8201258061944046,5545.428482587065,Fast Moving
CNI,GL-00528,2024-04-29,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,7.93,45749.83,9.0,ARUNACHALAM,44785.68,6.0,8.0,2.1074395249118987,5769.209331651955,Fast Moving
MDU,GL-00794,2024-04-30,B,22KT,G CHAIN,COIMBATORE,IPL C,18.0,1.0,12.19,68987.79,13.0,BALAMURUGAN,66602.61,10.0,12.0,3.4573944171859874,5659.375717801477,Fast Moving
CBT,GL-00018,2024-04-03,A,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,6.06,36100.0,6.0,RAVIKUMAR,34768.32,4.0,6.0,3.688864265927979,5957.095709570957,Fast Moving
CNI,GL-00091,2024-04-05,A,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,11.71,65750.44,474.0,KAMATCHI,61588.0,10.0,12.0,6.33066485942908,5614.896669513237,Slow Moving
CNI,GL-00104,2024-04-06,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,15.98,87750.06,260.0,SELCIYA DEVI,72943.0,14.0,16.0,16.874130912275156,5491.24280350438,Slow Moving
CNI,GL-00123,2024-04-06,B,22KT,G CHAIN,COIMBATORE,BISCU,18.0,1.0,24.16,133065.78,79.0,PRAKASH,116553.0,20.0,24.0,12.409486496077353,5507.689569536424,Slow Moving
CNI,GL-00194,2024-04-09,B,22KT,G CHAIN,COIMBATORE,BISCU,24.0,1.0,24.0,136822.03,180.0,RAJAPRIYA,112359.0,20.0,24.0,17.87945259984814,5700.917916666666,Slow Moving
